,id,customer_id,start_latitude,start_longitude,srid,net_price
63,3190769,45806,51.913193,4.472407,28992,119
64,3190770,47975,51.922684,4.493302,28992,74
65,3190771,185110,51.913639,4.452,28992,33
66,3190772,27845,51.94236,4.470242,28992,59
67,3190774,21516,51.923264,4.486464,28992,386
68,3190775,39653,51.913811,4.463202,28992,369
69,3190776,108590,51.959049,4.494643,28992,172
70,3190778,48186,51.924572,4.509763,28992,500
71,3190779,48824,51.93663,4.461147,28992,38
72,3190780,21516,51.928936,4.501703,28992,231
73,3190781,170043,51.916382,4.451792,28992,35
74,3190782,166613,51.906216,4.502892,28992,370
75,3190784,28001,51.905907,4.489332,28992,171
76,3190787,31710,51.932667,4.46821,28992,368
77,3190791,29846,51.940517,4.47961,28992,401
78,3190792,100776,51.91169,4.493932,28992,4
79,3190795,24227,51.906502,4.462878,28992,99
80,3190803,123053,51.914097,4.436972,28992,344
81,3190805,76717,51.90519,4.48492,28992,343
82,3190808,184696,51.907944,4.522777,28992,481
83,3190809,161680,51.92783,4.509984,28992,335
84,5281024,20066,51.914312328373,4.4496535897433,28992,326
85,3190811,72177,51.926064,4.506232,28992,11
86,3190812,180228,51.940731,4.483748,28992,195
87,3190813,22729,51.913933,4.450627,28992,213
88,3190814,185128,51.931721,4.482537,28992,94
89,3190815,184696,51.911045,4.525165,28992,385
90,3190818,36080,51.943363,4.476717,28992,497
91,3190821,19083,51.924664,4.511055,28992,396
92,3190823,17088,51.917259,4.517933,28992,225
93,3190825,172979,51.913208,4.504478,28992,330
94,3190861,189647,51.921913,4.496915,28992,291
95,3190827,52886,51.921005,4.499057,28992,297
96,3190828,25270,51.933933,4.49743,28992,263
97,3190834,71931,51.939846,4.474968,28992,336
98,3190838,35742,51.939045,4.473092,28992,491
99,3190841,57756,51.918659,4.453363,28992,193
100,3190842,25270,51.928139,4.497288,28992,142
101,3190848,20473,51.927128,4.46167,28992,84
102,3190853,171020,51.921227,4.559162,28992,141
103,3190855,123468,51.96006,4.504557,28992,200
104,3190856,28001,51.905884,4.489927,28992,389
105,3190858,43438,51.902058,4.493455,28992,14
106,3190860,27164,51.907471,4.500027,28992,329
107,3190864,22245,51.92749,4.475865,28992,453
108,3190866,35690,51.923634,4.511257,28992,368
109,3190875,170043,51.917076,4.451443,28992,311
110,3190876,43438,51.901627,4.486095,28992,479
111,3190877,31710,51.931965,4.471192,28992,255
112,3190881,13120,51.911018,4.525123,28992,278
113,3190883,22730,51.929764,4.535285,28992,99
114,3190884,23626,51.906078,4.49466,28992,134
115,3190885,111247,51.920242,4.483365,28992,496
116,3190887,61783,51.92205,4.482409,28992,138
117,3190888,24198,51.938473,4.496753,28992,229
118,3190890,178425,51.938358,4.466687,28992,255
119,3190892,65964,51.920883,4.47447,28992,493
120,3190899,116891,51.912289,4.45569,28992,116
121,3190903,188110,51.904625,4.457572,28992,46
122,3190904,17846,51.92202,4.502207,28992,50
123,3190905,20473,51.92107,4.463135,28992,273
124,3190908,20473,51.926483,4.460838,28992,114
125,3190915,49085,51.934059,4.475528,28992,215
126,3190918,54970,51.926311,4.51215,28992,58
127,3190920,65320,51.937,4.466502,28992,76
128,3190925,32681,51.921059,4.463122,28992,264
129,3190926,65964,51.92202,4.482471,28992,364
130,3190929,160583,51.90432,4.45184,28992,482
131,3190931,22675,51.942169,4.460655,28992,168
132,3190933,59548,51.936028,4.463048,28992,490
133,3190934,25141,51.937283,4.470033,28992,135
134,3190935,59548,51.932701,4.455958,28992,403
135,3191239,123241,51.927132,4.51845,28992,28
136,3191242,22675,51.942154,4.460632,28992,193
137,3191252,20473,51.921047,4.463193,28992,275
138,3191257,22729,51.912315,4.45566,28992,187
139,3191260,19275,51.925091,4.491467,28992,311
140,3191261,122320,51.938465,4.485352,28992,298
141,3191266,133495,51.906925,4.500238,28992,167
142,3191271,115073,51.932678,4.468163,28992,322
143,3191272,28001,51.902657,4.495458,28992,422
144,3191274,92531,51.933178,4.47852,28992,383
145,3191275,115073,51.932652,4.468177,28992,178
146,3191276,28761,51.924236,4.468751,28992,34
147,3191277,70683,51.904385,4.459155,28992,438
148,3191285,24198,51.938515,4.496757,28992,110
149,3191286,18013,51.935715,4.475375,28992,218
150,3191289,133495,51.902641,4.495488,28992,242
151,3191290,25141,51.93729,4.469935,28992,163
152,3191291,164186,51.919895,4.448606,28992,128
153,3191293,49295,51.92421,4.468725,28992,401
154,3191294,25012,51.92519,4.5106,28992,172
155,3191296,184955,51.911289,4.500038,28992,375
156,3191297,38838,51.926434,4.460715,28992,164
157,3191298,21904,51.929447,4.456522,28992,333
158,3191299,111257,51.904018,4.485062,28992,14
159,3191300,35874,51.922112,4.532661,28992,365
160,3191301,49295,51.919872,4.448606,28992,308
161,3191307,22730,51.925018,4.491415,28992,231
162,3191310,45896,51.901695,4.485971,28992,322
163,3191313,13120,51.923962,4.507298,28992,20
164,3191314,23274,51.924686,4.517072,28992,125
165,3191315,36885,51.923023,4.513303,28992,482
166,3191316,165177,51.906738,4.475545,28992,127
167,3191317,190517,51.935257,4.460963,28992,217
168,3191320,22729,51.912186,4.454283,28992,189
169,3191321,184761,51.936111,4.479405,28992,234
170,3191324,24198,51.938793,4.49636,28992,149
171,3191326,22729,51.912159,4.454333,28992,294
172,3191331,155626,51.913635,4.476675,28992,307
173,3191332,13541,51.921585,4.492583,28992,369
174,3191333,19442,51.916565,4.486619,28992,421
175,3191336,45524,51.923172,4.499017,28992,55
176,3191338,182133,51.91333,4.485377,28992,448
177,3191341,25012,51.924732,4.517152,28992,283
178,3191343,49295,51.922653,4.482905,28992,118
179,3191344,21516,51.932743,4.486945,28992,270
180,3191348,185227,51.916096,4.478261,28992,56
181,3191354,116891,51.912289,4.455615,28992,387
182,3191356,22729,51.91449,4.454652,28992,491
183,3191357,69259,51.916656,4.475717,28992,226
184,3191361,65972,51.94355,4.477713,28992,195
185,3191363,180616,51.902233,4.494453,28992,117
186,3191365,25550,51.914532,4.454546,28992,107
187,3191366,19095,51.917934,4.483683,28992,178
188,3191369,108676,51.917831,4.47966,28992,421
189,3191374,94395,51.926476,4.460742,28992,181
190,3191375,128888,51.933727,4.48793,28992,133
191,3191376,28883,51.930275,4.497273,28992,421
192,3191377,22675,51.942162,4.46062,28992,281
193,3191380,110483,51.915455,4.51525,28992,433
194,3191383,23955,51.925247,4.491436,28992,412
195,3191384,55447,51.942501,4.48222,28992,72
196,3191391,180616,51.902508,4.495438,28992,107
197,3191392,11290,51.932087,4.471302,28992,420
198,3191393,113123,51.902504,4.49543,28992,461
199,3191395,48911,51.931267,4.483598,28992,342
200,3191396,125097,51.916409,4.499505,28992,109
201,3191400,95444,51.918201,4.489238,28992,222
202,3191402,49767,51.922649,4.46228,28992,402
203,3191403,44341,51.934902,4.491083,28992,255
204,3191404,30552,51.905071,4.486703,28992,127
205,3191407,28883,51.930248,4.497295,28992,39
206,3191408,28865,51.919754,4.491937,28992,332
207,3191410,22675,51.942169,4.460607,28992,322
208,3191415,35874,51.917435,4.491515,28992,476
209,3191416,57122,51.959896,4.503386,28992,182
210,3191417,146120,51.916206,4.469295,28992,190
211,3191419,164186,51.920197,4.442783,28992,374
212,3191421,164186,51.917805,4.460283,28992,403
213,3191424,59094,51.925938,4.506212,28992,498
214,3191425,19095,51.918533,4.48077,28992,179
215,3191426,173765,51.923767,4.5077,28992,315
216,3191427,16433,51.923935,4.468813,28992,291
217,3191428,128888,51.917336,4.481182,28992,464
218,3191429,55447,51.942593,4.482127,28992,376
219,3191431,58186,51.953838,4.492262,28992,498
220,3191432,94395,51.926414,4.460725,28992,261
221,3191433,21651,51.929707,4.45698,28992,17
222,3191434,174249,51.917179,4.523555,28992,148
223,3191435,36885,51.923725,4.507051,28992,176
224,3191440,110336,51.913868,4.45208,28992,165
225,3191442,187030,51.940083,4.482483,28992,487
226,3191443,28050,51.921093,4.478718,28992,398
227,3191444,36885,51.923729,4.507668,28992,23
228,3191445,162067,51.911968,4.468483,28992,150
229,3191446,128888,51.921043,4.481692,28992,105
230,3191452,28200,51.922749,4.48422,28992,373
231,3191453,129116,51.911346,4.477915,28992,174
232,3191454,72177,51.930222,4.502868,28992,477
233,3191455,64699,51.924583,4.47668,28992,352
234,3191456,174249,51.90638,4.526395,28992,216
235,3191457,51908,51.911079,4.477541,28992,433
236,3191458,42763,51.909138,4.480617,28992,447
237,3191459,24198,51.939022,4.49633,28992,378
238,3191463,106162,51.914001,4.436945,28992,157
239,3191465,36885,51.923862,4.507165,28992,148
240,3191467,106162,51.914024,4.436932,28992,147
241,3191470,49958,51.9198,4.489368,28992,18
242,3191471,31792,51.945148,4.480652,28992,106
243,3191472,173765,51.929283,4.508443,28992,302
244,3191474,173765,51.929184,4.508687,28992,25
245,3191475,38001,51.920841,4.445302,28992,66
246,3191478,19737,51.923103,4.513292,28992,434
247,3191479,190517,51.933033,4.472825,28992,493
248,3191481,105417,51.924938,4.492482,28992,22
249,3191483,23274,51.908985,4.480417,28992,291
250,3191490,51904,51.913528,4.476837,28992,317
251,3191491,82405,51.918427,4.471909,28992,382
252,3191494,75694,51.920948,4.474391,28992,440
253,3191495,141981,51.924252,4.490272,28992,328
254,3191498,42763,51.911411,4.478066,28992,489
255,3191499,34922,51.925884,4.486548,28992,201
256,3191502,19095,51.920963,4.481695,28992,487
257,3191504,65964,51.929722,4.477736,28992,401
258,3191508,45222,51.917023,4.481473,28992,323
259,3191509,34922,51.924149,4.490304,28992,454
260,3191510,152349,51.94252,4.4821,28992,203
261,3191511,113886,51.908772,4.435813,28992,112
262,3191512,51908,51.911091,4.47761,28992,46
263,3191513,83138,51.913143,4.481842,28992,124
264,3191515,75908,51.919495,4.443392,28992,108
265,3191516,18808,51.920979,4.474447,28992,283
266,3191517,164186,51.918522,4.453125,28992,482
267,3191519,95638,51.918518,4.480978,28992,116
268,3191520,110547,51.92754,4.475898,28992,54
269,3191521,21651,51.929417,4.467643,28992,143
270,3191522,65964,51.932468,4.475682,28992,18
271,3191523,32395,51.925861,4.515275,28992,490
272,3191524,47593,51.920891,4.474532,28992,28
273,3191526,50825,51.918915,4.488395,28992,203
274,3191527,173765,51.923542,4.486045,28992,342
275,3191528,25883,51.916801,4.472767,28992,205
276,3191530,57122,51.959476,4.503628,28992,279
277,3191532,95638,51.915596,4.481623,28992,199
278,3191534,112250,51.912357,4.480535,28992,406
279,3191535,47593,51.918346,4.47917,28992,316
280,3191536,158971,51.927982,4.46938,28992,299
281,3191537,156507,51.909229,4.457648,28992,332
282,3191541,19191,51.913982,4.433435,28992,215
283,3191545,28547,51.91621,4.479553,28992,424
284,3191547,46789,51.928059,4.48883,28992,95
285,3191549,120731,51.910229,4.483099,28992,416
286,3191550,69381,51.934414,4.463403,28992,108
287,3191551,28827,51.929348,4.505468,28992,406
288,3191552,33870,51.922298,4.51378,28992,7
289,3191553,24109,51.922646,4.49306,28992,474
290,3191554,162067,51.925915,4.506203,28992,296
291,3191555,109015,51.926708,4.473865,28992,374
292,3191556,21703,51.916065,4.442308,28992,345
293,3191558,58186,51.927834,4.509908,28992,226
294,3191560,63382,51.91539,4.443742,28992,234
295,3191562,58005,51.921513,4.472068,28992,31
296,3191563,146164,51.922508,4.408763,28992,134
297,3191565,65964,51.929787,4.477746,28992,33
298,3191566,25356,51.934452,4.483655,28992,54
299,3191568,23080,51.922047,4.502264,28992,237
300,3191571,75908,51.917667,4.443748,28992,48
301,3191576,15319,51.921986,4.5023,28992,17
302,3191577,25883,51.922462,4.501353,28992,366
303,3191578,15784,51.912151,4.45435,28992,14
304,3191582,41392,51.909252,4.458127,28992,160
305,3191584,190019,51.921333,4.532118,28992,246
306,3191585,21362,51.933018,4.472358,28992,418
307,3191586,60217,51.933262,4.491255,28992,380
308,3191587,182752,51.9188,4.473053,28992,83
309,3191592,182752,51.92424,4.468898,28992,37
310,3191593,19111,51.924389,4.509832,28992,250
311,3191594,58195,51.917824,4.480038,28992,50
312,3191595,102739,51.918022,4.457113,28992,398
313,3191596,139400,51.917019,4.473678,28992,412
314,3191599,28556,51.926476,4.440728,28992,13
315,3191600,62760,51.921757,4.45988,28992,426
316,3191602,60217,51.934784,4.491302,28992,275
317,3191603,138759,51.902611,4.495783,28992,93
318,3191604,152507,51.921917,4.502272,28992,339
319,3191606,62035,51.923637,4.485768,28992,379
320,3191607,162373,51.935349,4.491271,28992,428
321,3191608,37216,51.934471,4.463348,28992,311
322,3191611,28360,51.916927,4.44471,28992,145
323,3191612,69381,51.937172,4.467287,28992,480
324,3191613,21362,51.932529,4.475533,28992,236
325,3191614,31876,51.923145,4.504045,28992,176
326,3191615,100813,51.927666,4.463988,28992,383
327,3191616,24109,51.922821,4.493037,28992,123
328,3191620,100813,51.927013,4.461753,28992,256
329,3191622,30885,51.930962,4.49866,28992,455
330,3191598,104455,51.926514,4.440798,28992,72
331,3191624,58186,51.926781,4.511532,28992,185
332,3191644,170276,51.896671,4.523712,28992,131
333,3191626,152507,51.921944,4.502177,28992,13
334,3191628,168047,51.918091,4.474518,28992,196
335,3191629,31684,51.96867,4.484755,28992,125
336,3191631,165177,51.901337,4.484568,28992,126
337,3191634,56347,51.905209,4.487332,28992,319
338,3191637,53986,51.913662,4.527997,28992,248
339,3191639,146282,51.914848,4.47445,28992,261
340,3191642,178092,51.917568,4.474295,28992,462
341,3191647,65668,51.921997,4.485589,28992,447
342,3191649,93275,51.918755,4.474335,28992,335
343,3191652,122204,51.900066,4.482964,28992,364
344,3191653,176927,51.913654,4.528032,28992,244
345,3191656,152349,51.932686,4.47583,28992,296
346,3191659,17567,51.933014,4.472392,28992,430
347,3191660,67263,51.923519,4.474777,28992,229
348,3191661,67263,51.918793,4.474196,28992,275
349,3191662,39221,51.910275,4.477193,28992,460
350,3191663,168902,51.922691,4.475883,28992,281
351,3191669,21362,51.935688,4.476258,28992,348
352,3191673,164238,51.90007,4.483023,28992,338
353,3191674,58005,51.915867,4.477972,28992,51
354,3191680,38082,51.918331,4.481337,28992,292
355,3191682,39221,51.910183,4.477036,28992,143
356,3191684,103957,51.942513,4.368125,28992,459
357,3191687,178425,51.935875,4.462007,28992,351
358,3191691,187187,51.922985,4.518961,28992,52
359,3191692,18043,51.923264,4.478,28992,8
360,3191695,56832,51.922024,4.495328,28992,305
361,3191699,146164,51.922504,4.40875,28992,400
362,3191700,162807,51.920296,4.442914,28992,333
363,3191701,172852,51.91917,4.526985,28992,422
364,3191702,64695,51.933769,4.479122,28992,154
365,3191703,38082,51.918327,4.481332,28992,129
366,3191706,138511,51.92168,4.505962,28992,405
367,3191711,163644,51.917397,4.478893,28992,47
368,3191712,27540,51.923409,4.510298,28992,186
369,3191715,27164,51.919674,4.457725,28992,4
370,3191717,38828,51.933929,4.47627,28992,29
371,3191718,69381,51.921379,4.497247,28992,298
372,3191722,46242,51.923622,4.47231,28992,325
373,3191723,83132,51.92318,4.483119,28992,383
374,3191724,44338,51.922958,4.530482,28992,266
375,3191725,50690,51.935547,4.484638,28992,218
376,3191726,18613,51.91914,4.527019,28992,55
377,3191728,187482,51.922657,4.483668,28992,202
378,3191729,25356,51.933876,4.47629,28992,15
379,3191732,110483,51.934013,4.497448,28992,306
380,3191733,110483,51.929928,4.503035,28992,300
381,3191735,110483,51.929932,4.503077,28992,427
382,3191736,75419,51.918343,4.481391,28992,304
383,3191739,52886,51.925541,4.517605,28992,20
384,3191741,150959,51.924515,4.504327,28992,100
385,3191743,187251,51.916164,4.469025,28992,213
386,3191745,136859,51.9217,4.471473,28992,70
387,3191746,56448,51.922195,4.500767,28992,84
388,3191747,39071,51.918346,4.48125,28992,473
389,3191748,51908,51.921772,4.488228,28992,116
390,3191749,33870,51.920887,4.451072,28992,60
391,3191751,106110,51.921398,4.48485,28992,22
392,3191753,156507,51.912491,4.430508,28992,199
393,3191755,147558,51.914738,4.449087,28992,443
394,3191756,33362,51.923084,4.472187,28992,76
395,3191759,29139,51.921402,4.474247,28992,51
396,3191760,110483,51.914654,4.522972,28992,51
397,3191763,29139,51.919353,4.479807,28992,114
398,3191764,94395,51.929783,4.503078,28992,488
399,3191766,94395,51.929836,4.50312,28992,156
400,3191769,62415,51.921806,4.488101,28992,262
401,3191772,123221,51.909214,4.523252,28992,79
402,3191773,42253,51.922256,4.478348,28992,202
403,3191774,39071,51.921928,4.478867,28992,179
404,3191776,139059,51.934006,4.490139,28992,396
405,3191779,20313,51.924236,4.468956,28992,69
406,3191781,61837,51.925335,4.517268,28992,150
407,3191782,26227,51.935898,4.484217,28992,183
408,3191783,20970,51.91621,4.479777,28992,238
409,3191785,20970,51.916183,4.479802,28992,261
410,3191788,155188,51.93214,4.481305,28992,361
411,3191790,28024,51.91872,4.456535,28992,480
412,3191793,143774,51.92281,4.49781,28992,313
413,3191794,106004,51.920868,4.451198,28992,320
414,3191795,38082,51.921005,4.50504,28992,453
415,3191796,143774,51.921349,4.50389,28992,409
416,3191797,113383,51.9198,4.505645,28992,278
417,3191799,44122,51.918991,4.45852,28992,300
418,3191800,16860,51.922375,4.509137,28992,408
419,3191803,143774,51.921249,4.504097,28992,82
420,3191806,39071,51.918293,4.481357,28992,415
421,3191807,143774,51.926159,4.500598,28992,269
422,3191809,44338,51.922138,4.531818,28992,468
423,3191812,191352,51.910984,4.474445,28992,373
424,3191817,17388,51.913982,4.47779,28992,364
425,3191818,15555,51.922379,4.50902,28992,174
426,3191820,68547,51.923817,4.472432,28992,420
427,3191823,17677,51.922813,4.46952,28992,227
428,3191826,38082,51.918106,4.48051,28992,362
429,3191827,38082,51.917397,4.478845,28992,365
430,3191828,71693,51.926498,4.46773,28992,478
431,3191831,175366,51.913582,4.462273,28992,464
432,3191833,21033,51.90649,4.47563,28992,33
433,3191835,166613,51.914753,4.52308,28992,443
434,3191836,115073,51.91415,4.463545,28992,377
435,3191837,71693,51.926487,4.467711,28992,334
436,3191839,38001,51.920052,4.44481,28992,481
437,3191840,74859,51.902561,4.496173,28992,194
438,3191841,122520,51.923637,4.49701,28992,135
439,3191842,19439,51.923733,4.483243,28992,260
440,3191843,58530,51.919022,4.450675,28992,472
441,3191844,30029,51.919376,4.512603,28992,67
442,3191845,36080,51.935776,4.48557,28992,149
443,3191846,75911,51.918369,4.481447,28992,402
444,3191848,143774,51.923393,4.510231,28992,188
445,3191850,28024,51.918732,4.456577,28992,420
446,3191855,41104,51.95977,4.472377,28992,362
447,3191856,28222,51.915733,4.443045,28992,350
448,3191858,23652,51.922573,4.472298,28992,134
449,3191860,143774,51.922173,4.491623,28992,224
450,3191861,128304,51.924133,4.469028,28992,198
451,3191862,58530,51.918983,4.449018,28992,410
452,3191867,143774,51.92215,4.491627,28992,139
453,3191870,21932,51.921719,4.452682,28992,301
454,3191874,181010,51.909431,4.45811,28992,274
455,3191876,21033,51.90649,4.475655,28992,485
456,3191878,20313,51.927528,4.50671,28992,261
457,3191883,189809,51.92292,4.530513,28992,23
458,3191884,25875,51.921108,4.503608,28992,297
459,3191885,22245,51.932137,4.460188,28992,7
460,3191887,172051,51.93354,4.492538,28992,409
461,3191894,188013,51.931587,4.485138,28992,180
462,3191896,166613,51.923866,4.4861,28992,268
463,3191900,43132,51.915775,4.48956,28992,370
464,3191901,106004,51.921806,4.514195,28992,305
465,3191903,141854,51.944504,4.482343,28992,462
466,3191904,46318,51.925171,4.513717,28992,284
467,3191905,40521,51.927567,4.516455,28992,201
468,3191906,58530,51.919071,4.450727,28992,57
469,3191908,92133,51.905155,4.487805,28992,295
470,3191916,22335,51.933456,4.478096,28992,74
471,3191917,53882,51.918861,4.480258,28992,488
472,3191918,92133,51.903839,4.485083,28992,328
473,3191924,74181,51.915657,4.441433,28992,97
474,3191926,116373,51.920956,4.461967,28992,194
475,3191928,188482,51.922035,4.50863,28992,293
476,3191929,17428,51.918404,4.481365,28992,250
477,3191939,14670,51.915482,4.476025,28992,93
478,3191941,188482,51.921329,4.504018,28992,69
479,3191942,37179,51.917458,4.475332,28992,61
480,3191944,88691,51.918861,4.480212,28992,325
481,3191946,68380,51.92651,4.440732,28992,306
482,3191947,21651,51.922974,4.499902,28992,354
483,3191938,127958,51.913593,4.465618,28992,125
484,3191950,16860,51.923649,4.504282,28992,115
485,3191951,187269,51.90443,4.451697,28992,383
486,3191954,52886,51.927341,4.507926,28992,242
487,3191955,24198,51.917694,4.476235,28992,10
488,3191956,72271,51.909363,4.523443,28992,64
489,3191961,111392,51.905346,4.487745,28992,217
490,3191963,37179,51.91362,4.46559,28992,337
491,3191966,63166,51.912746,4.46005,28992,135
492,3191969,43698,51.917259,4.47529,28992,10
493,3191970,37179,51.917831,4.476187,28992,178
494,3191971,53882,51.926289,4.486758,28992,95
495,3191973,124445,51.912224,4.45451,28992,435
496,3191974,19613,51.927036,4.518553,28992,359
497,3191976,37504,51.908916,4.504423,28992,216
498,3191977,22335,51.933323,4.478207,28992,5
499,3191978,187269,51.904305,4.453822,28992,139
500,3191979,21540,51.922653,4.488347,28992,232
501,3191982,35130,51.92408,4.48897,28992,185
502,3191984,188015,51.904182,4.502375,28992,103
503,3191985,59807,51.916565,4.486657,28992,132
504,3191987,43698,51.916508,4.470002,28992,413
505,3191990,19147,51.927769,4.481187,28992,487
506,3191993,59956,51.919456,4.44344,28992,32
507,3191996,33654,51.924187,4.468655,28992,186
508,3191997,71170,51.937439,4.476831,28992,413
509,3191999,110336,51.912361,4.429227,28992,362
510,3192004,124445,51.922859,4.459718,28992,347
511,3192005,185777,51.919743,4.505673,28992,347
512,3192006,57962,51.924198,4.468628,28992,490
513,3192007,17298,51.919445,4.512367,28992,215
514,3192008,28360,51.923187,4.472553,28992,161
515,3192010,187535,51.919708,4.489582,28992,241
516,3192011,58585,51.914196,4.433973,28992,189
517,3192012,107382,51.959103,4.494485,28992,458
518,3192013,187436,51.91761,4.462678,28992,251
519,3192015,54961,51.923729,4.47229,28992,259
520,3192018,53585,51.938068,4.476277,28992,88
521,3192019,72328,51.922016,4.50549,28992,211
522,3192020,57127,51.911076,4.501343,28992,426
523,3192021,54961,51.921532,4.470752,28992,293
524,3192022,105417,51.931831,4.482198,28992,89
525,3192025,190517,51.93045,4.45824,28992,32
526,3192026,65962,51.916855,4.471613,28992,118
527,3192027,31710,51.899677,4.482055,28992,392
528,3192030,115354,51.922588,4.463568,28992,324
529,3192031,102593,51.923855,4.47302,28992,377
530,3192039,149841,51.924278,4.46871,28992,328
531,3192041,61330,51.911549,4.47707,28992,128
532,3192043,54961,51.92366,4.475256,28992,84
533,3192044,50690,51.927887,4.480703,28992,216
534,3192046,54961,51.923962,4.473302,28992,34
535,3192047,188482,51.922798,4.49971,28992,395
536,3192049,52720,51.917114,4.487874,28992,106
537,3192051,61783,51.914204,4.463305,28992,229
538,3192052,179413,51.921638,4.471268,28992,140
539,3192053,27833,51.927841,4.480695,28992,213
540,3192054,121823,51.914909,4.439068,28992,338
541,3192055,121823,51.915234,4.437732,28992,407
542,3192056,121823,51.914879,4.439027,28992,471
543,3192059,58463,51.917782,4.475982,28992,395
544,3192060,19111,51.921352,4.508833,28992,340
545,3192064,170043,51.923725,4.472298,28992,240
546,3192068,170043,51.923813,4.472322,28992,2
547,3192069,151858,51.919296,4.467258,28992,264
548,3192070,139059,51.918762,4.458565,28992,105
549,3192071,153964,51.906036,4.487627,28992,315
550,3192072,31688,51.919765,4.489365,28992,257
551,3192073,25356,51.929928,4.477135,28992,184
552,3192074,44122,51.913555,4.476817,28992,303
553,3192075,21938,51.935516,4.492937,28992,232
554,3192076,44122,51.921566,4.470602,28992,305
555,3192077,58186,51.926819,4.511433,28992,320
556,3192078,170043,51.923759,4.473378,28992,129
557,3192081,16999,51.917313,4.517283,28992,447
558,3192082,170043,51.923771,4.4734,28992,39
559,3192083,18524,51.936417,4.468113,28992,163
560,3192085,30638,51.922806,4.459755,28992,238
561,3192087,28200,51.968678,4.484785,28992,357
562,3192090,93335,51.914009,4.437052,28992,335
563,3192093,179913,51.922478,4.408928,28992,285
564,3192094,21540,51.922588,4.48839,28992,235
565,3192095,190019,51.909271,4.523558,28992,19
566,3192103,11411,51.92152,4.470867,28992,185
567,3192104,11411,51.922035,4.471179,28992,328
568,3192105,166198,51.927219,4.495278,28992,371
569,3192106,139400,51.929962,4.477302,28992,271
570,3192107,139400,51.92989,4.477278,28992,171
571,3192108,54970,51.91423,4.463387,28992,187
572,3192110,54970,51.914215,4.463378,28992,256
573,3192112,37901,51.927177,4.472473,28992,341
574,3192114,64695,51.923176,4.478523,28992,35
575,3192116,28360,51.912373,4.455172,28992,160
576,3192117,35277,51.923794,4.506972,28992,296
577,3192121,64695,51.923264,4.47853,28992,299
578,3192124,132559,51.910576,4.497697,28992,288
579,3192126,107709,51.912743,4.496107,28992,203
580,3192127,88691,51.906662,4.494985,28992,354
